"Icon","Perk ID","Name","Description","Type","Craft Mod","Item Class","Exclusive Labels","Exclude Item Class","Is Stackable Ability","Affix","Applied Prefix","Applied Suffix","Category","Channel","Combat Status","Condition Event","Day Phases","Deprecated Perk Id","Display Name","Equip Ability","Exclude From Trading Post","Fishing Water Type","Group Name","Icon Path","Includes","Item Class GSBonus","Item Perk Conflicts Loc Text","Name Priority","Only In Open World","Open World Only Override Game Modes","Scaling Per Gear Score","Scaling Per Gear Score Attributes","Schedule ID","Secondary Effect Display Name","Sorting","Stat Display Text","Territory Id","Tier","Weapon Tag","World Tags","ABABleed","ABACurse","ABADisease","ABAFrostbite","ABAPoison","ABSAcid","ABSArcane","ABSCorruption","ABSFire","ABSIce","ABSLightning","ABSNature","ABSSiege","ABSSlash","ABSStandard","ABSStrike","ABSThrust","ABSVitals Category","AFAAcid","AFABleed","AFABlight","AFACurse","AFADisease","AFAFrostbite","AFAPoison","Additional Damage","Affliction Damage","Affliction Multiplier","Append To Tooltip","Attribute Modifiers","Attribute Placing Mods","BLAArcane","BLACorruption","BLAFire","BLAIce","BLALightning","BLANature","BLASiege","BLASlash","BLAStandard","BLAStrike","BLAThrust","Base Damage Modifier","Base Damage Type","DMGAcid","DMGArcane","DMGCorruption","DMGFire","DMGIce","DMGLightning","DMGNature","DMGSiege","DMGSlash","DMGStandard","DMGStrike","DMGThrust","DMGVitals Category","Damage Percentage","Damage Type","Disable Durability Loss","Durability Mod","Effect Duration Multiplier","Effect Mod Multiplier","Encumbrance","Fall Damage Mod","Fast Travel Encumbrance Mod","Fish Rarity Roll Modifier","Fish Size Roll Modifier","Fishing Line Strength","Gathering Efficiency","Heal Mod","Health Rate","Is Additive Damage","MODConstitution","MODDexterity","MODFocus","MODIntelligence","MODStrength","MP  Final Note Perfect XPBonus","MP  Group XPBonus","MP  Ignore Missed Notes","MP  Opening Notes Perfect","MP  Rake Reduction","MP  Solo XPBonus","Mana Rate","Max Cast Distance","Max Health Mod","Max Mana Mod","Max Mount Stamina","Max Stamina Mod","Mount Bonus Encumbrance Mod","Mount Off Road Dash Speed Mod","Mount On Road Dash Speed Mod","Mount Stamina Rate","Mount Summon Time Mod","Move Speed Mod","Prefer Higher Scaling","RESAcid","RESBlight","RESCurse","RESPoison","Scaling Dexterity","Scaling Focus","Scaling Intelligence","Scaling Strength","Stamina Cost ID","Stamina Cost Multiplier","Stamina Damage Modifier","Stamina Rate","Status Effect","Status ID","Summer Fish Rarity Roll Modifier","Territory Standing Mod","Use Affix Scaling On Base Damage","Use Count Multiplier","Use Weapon Attribute Scaling","WKNAcid","WKNArcane","WKNCorruption","WKNFire","WKNIce","WKNLightning","WKNNature","WKNSiege","WKNSlash","WKNStandard","WKNStrike","WKNThrust","Weapon Effect Type","Weight Multiplier"
"","PerkID_Stat_ArmorKnight","Knight Armor Attributes  of the Knight ","Increases Constitution and Strength on an armor piece.","Inherent","","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute","","","Affix_Stat_ArmorKnight","","KnightSuffix","","1","","OnEquip","","","Perk_Attribute_ArmorKnight","","1","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_multiple_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","1.25","0","0","0","1.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorKnight","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Stat_ArmorMage","Mage Armor Attributes  of the Mage ","Increases Intelligence and Focus on an armor piece.","Inherent","","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute","","","Affix_Stat_ArmorMage","","MageSuffix","","1","","OnEquip","","","Perk_Attribute_ArmorMage","","1","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_multiple_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","1.25","1.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorMage","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Stat_ArmorMonk","Monk Armor Attributes  of the Monk ","Increases Strength and Focus on an armor piece.","Inherent","","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute","","","Affix_Stat_ArmorMonk","","MonkSuffix","","1","","OnEquip","","","Perk_Attribute_ArmorMonk","","1","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_multiple_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","1.25","0","1.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorMonk","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Stat_ArmorNomad","Nomad Armor Attributes  of the Nomad ","Increases Constitution and Focus on an armor piece.","Inherent","FOCCONBonusT1","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute","","","Affix_Stat_ArmorNomad","","NomadSuffix","","1","","OnEquip","","","Perk_Attribute_ArmorNomad","","1","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_multiple_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","1.25","0","1.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorNomad","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Stat_ArmorOccultist","Occultist Armor Attributes  of the Occultist ","Increases Intelligence and Constitution on an armor piece.","Inherent","","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute","","","Affix_Stat_ArmorOccultist","","OccultistSuffix","","1","","OnEquip","","","Perk_Attribute_ArmorOccultist","","","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_multiple_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","1.25","0","0","1.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorOccultist","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Stat_ArmorPriest","Priest Armor Attributes  of the Priest ","Increases Focus and Intelligence on an armor piece.","Inherent","","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute","","","Affix_Stat_ArmorPriest","","PriestSuffix","","1","","OnEquip","","","Perk_Attribute_ArmorPriest","","","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_multiple_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","1.25","1.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorPriest","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Stat_ArmorRanger","Ranger Armor Attributes  of the Ranger ","Increases Dexterity attribute on an armor piece.","Inherent","DEXBonusT1","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute, Dexterity","","","Affix_Stat_ArmorRanger","","RangerSuffix","","1","","OnEquip","","","Perk_Attribute_ArmorRanger","","","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_single_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorRanger","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Stat_ArmorSage","Sage Armor Attributes  of the Sage ","Increases Focus attribute on an armor piece.","Inherent","FOCBonusT1","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute, Focus","","","Affix_Stat_ArmorSage","","SageSuffix","","1","","OnEquip","","","Perk_Attribute_ArmorSage","","","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_single_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorSage","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Stat_ArmorScholar","Scholar Armor Attributes  of the Scholar ","Increases Intelligence attribute on an armor piece.","Inherent","INTBonusT1","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute, Intelligence","","","Affix_Stat_ArmorScholar","","ScholarSuffix","","1","","OnEquip","","","Perk_Attribute_ArmorScholar","","","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_single_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","0","0","0","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorScholar","","0","false","0","","","","","","","","","","","","","","","0"
"","PerkID_Stat_ArmorSentry","Sentry Armor Attributes  of the Sentry ","Increases Constitution attribute on an armor piece.","Inherent","CONBonusT1","EquippableChest, EquippableLegs, EquippableHead, EquippableHands, EquippableFeet, EquippableAmulet, EquippableRing, EquippableToken","Attribute, Constitution","","","Affix_Stat_ArmorSentry","","SentrySuffix","","1","","OnEquip","","","Perk_Attribute_ArmorSentry","","","","","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/misc/icon_attribute_arrow.webp","","","","","false","","0.018,625:0.03134,700:0.04,720:0.16,725:0.032","","","","Attribute","ui_stat_bonus_single_tooltip","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","","0","","","","","","","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","","false","0","","","0","0","0","0","0","0","0","","","false","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","false","","0","0","0","0","0","0","0","","","0","0","","Affix_Stat_ArmorSentry","","0","false","0","","","","","","","","","","","","","","","0"
