Item ID,Name,Description,Icon Path,Icon URL,Rarity,Tier,Item Type Name,Item Class,Weight,Max Stack Size,Gear Score,MinGS,MaxGS,Perks,PerkBuckets,Ingredient Categories,Crafting Recipe,Armor Rating Scale Factor,Weapon Dmg Scale Factor
1hthrowingaxe_oprbeta,Gorgon's Hatchet,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_hatchet,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_hatchet.png,4,5,,Weapon|EquippableMainHand|Hatchet|Melee,,,,,,perkid_stat_twohandsoldier|perkid_weapon_dmgbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
2hbow_oprbeta,Gorgon's Bow,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_bow,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_bow.png,4,5,,Weapon|EquippableTwoHand|Bow|Ranged,,,,,,perkid_stat_twohandranger|perkid_weapon_dmgbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
2hblunderbuss_oprbeta,Gorgon's Blunderbuss,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_blunderbuss,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_blunderbuss.png,4,5,,Weapon|EquippableTwoHand|Blunderbuss|Ranged,,,,,,perkid_stat_twohandsoldier|perkid_weapon_dmgbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
2hmusket_oprbeta,Gorgon's Musket,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_musket,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_musket.png,4,5,,Weapon|EquippableTwoHand|Musket|Ranged,,,,,,perkid_stat_twohandranger|perkid_weapon_dmgbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
2hgreataxe_oprbeta,Gorgon's Great Axe,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_greataxe,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_greataxe.png,4,5,,Weapon|EquippableTwoHand|2HAxe|Melee,,,,,,perkid_stat_twohandsoldier|perkid_weapon_dmgbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
1hlongsword_oprbeta,Gorgon's Longsword,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_sword,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_sword.png,4,5,,Weapon|EquippableMainHand|Sword|Melee,,,,,,perkid_stat_twohandsoldier|perkid_weapon_dmgbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
2hgreatsword_oprbeta,Gorgon's Greatsword,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_greatsword,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_greatsword.png,4,5,,Weapon|EquippableTwoHand|GreatSword|Melee,,,,,,perkid_stat_twohandsoldier|perkid_weapon_dmgbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
1hflail_oprbeta,Gorgon's Flail,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_flail,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_flail.png,4,5,,Weapon|EquippableMainHand|Flail|Melee,,,,,,perkid_stat_twohandsoldier|perkid_weapon_dmgbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
lightchest_oprbeta,Gorgon's Shirt,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_light_chest,https://nwdb.info/images/icons/items/armor/m_hercyneraid_light_chest.png,4,5,,EquippableChest|Armor|Light,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
lighthead_oprbeta,Gorgon's Tusks,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_light_head,https://nwdb.info/images/icons/items/armor/m_hercyneraid_light_head.png,4,5,,EquippableHead|Armor|Light,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
lightlegs_oprbeta,Gorgon's Leggings,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_light_legs,https://nwdb.info/images/icons/items/armor/m_hercyneraid_light_legs.png,4,5,,EquippableLegs|Armor|Light,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
lightfeet_oprbeta,Gorgon's Sandals,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_light_feet,https://nwdb.info/images/icons/items/armor/m_hercyneraid_light_feet.png,4,5,,EquippableFeet|Armor|Light,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
lighthands_oprbeta,Gorgon's Handcovers,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_light_gloves,https://nwdb.info/images/icons/items/armor/m_hercyneraid_light_gloves.png,4,5,,EquippableHands|Armor|Light,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
mediumchest_oprbeta,Gorgon's Cuirass,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_medium_chest,https://nwdb.info/images/icons/items/armor/m_hercyneraid_medium_chest.png,4,5,,EquippableChest|Armor|Medium,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
mediumhead_oprbeta,Gorgon's Horns,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_medium_head,https://nwdb.info/images/icons/items/armor/m_hercyneraid_medium_head.png,4,5,,EquippableHead|Armor|Medium,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
mediumlegs_oprbeta,Gorgon's Pants,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_medium_legs,https://nwdb.info/images/icons/items/armor/m_hercyneraid_medium_legs.png,4,5,,EquippableLegs|Armor|Medium,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
mediumfeet_oprbeta,Gorgon's Boots,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_medium_feet,https://nwdb.info/images/icons/items/armor/m_hercyneraid_medium_feet.png,4,5,,EquippableFeet|Armor|Medium,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
mediumhands_oprbeta,Gorgon's Gloves,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_medium_gloves,https://nwdb.info/images/icons/items/armor/m_hercyneraid_medium_gloves.png,4,5,,EquippableHands|Armor|Medium,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
heavychest_oprbeta,Gorgon's Breastplate,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_heavy_chest,https://nwdb.info/images/icons/items/armor/m_hercyneraid_heavy_chest.png,4,5,,EquippableChest|Armor|Heavy,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
heavyhead_oprbeta,Gorgon's Antlers,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_heavy_head,https://nwdb.info/images/icons/items/armor/m_hercyneraid_heavy_head.png,4,5,,EquippableHead|Armor|Heavy,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
heavylegs_oprbeta,Gorgon's Greaves,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_heavy_legs,https://nwdb.info/images/icons/items/armor/m_hercyneraid_heavy_legs.png,4,5,,EquippableLegs|Armor|Heavy,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
heavyfeet_oprbeta,Gorgon's Sabatons,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_heavy_feet,https://nwdb.info/images/icons/items/armor/m_hercyneraid_heavy_feet.png,4,5,,EquippableFeet|Armor|Heavy,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
heavyhands_oprbeta,Gorgon's Gauntlets,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_heavy_gloves,https://nwdb.info/images/icons/items/armor/m_hercyneraid_heavy_gloves.png,4,5,,EquippableHands|Armor|Heavy,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot,perkbucket_hercynemutatorcombo_bucket4|perkbucket_hercynemutatorcombo_bucket5,,,,
amulett5_hoplite,Hoplite Amulet,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/angryearthamulet22,https://nwdb.info/images/icons/items/armor/angryearthamulet22.png,4,5,,EquippableAmulet|Jewelry|Named,,,,,,perkid_stat_armorhighest|perkid_jewelry_hercyneraid_1|perkid_gem_emptygemslot|perkid_amulet_hp,perkbucket_raid_1_amulet_protection_perks,,,,
ringt5_hoplite,Hoplite Ring,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/angryearthring22,https://nwdb.info/images/icons/items/armor/angryearthring22.png,4,5,,EquippableRing|Jewelry|Named,,,,,,perkid_stat_armorhighest|perkid_ring_durbleed|perkid_gem_emptygemslot|perkid_ring_maxstamina,perkbucket_hercyneraid_bucket5,,,,
earringt5_hoplite,Hoplite Earring,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/angryearthearring22,https://nwdb.info/images/icons/items/armor/angryearthearring22.png,4,5,,EquippableToken|Jewelry|Named,,,,,,perkid_stat_armorhighest|perkid_earring_potioncdr|perkid_gem_emptygemslot|perkid_common_cdr,perkbucket_hercyneraid_bucket5,,,,
2hstafflife_hoplite,Hoplite Life Staff,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_lifestaff,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_lifestaff.png,4,5,,Weapon|EquippableMainHand|LifeStaff|Magic|Named,,,,,,perkid_stat_twohandsage|perkid_weaponlife_healoutgoing|perkid_gem_emptygemslot|perkid_ability_lifestaff_sacredground,perkbucket_hercyneraid_bucket5,,,,
1hgauntletice_hoplite,Hoplite Ice Gauntlet,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_icegauntlet,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_icegauntlet.png,4,5,,Weapon|EquippableMainHand|IceMagic|Magic|Named,,,,,,perkid_stat_twohandscholar|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
1hgauntletvoid_hoplite,Hoplite Void Gauntlet,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_voidgauntlet,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_voidgauntlet.png,4,5,,Weapon|EquippableMainHand|VoidGauntlet|Magic|Named,,,,,,perkid_stat_twohandscholar|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
2hstafffire_hoplite,Hoplite Fire Staff,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_firestaff,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_firestaff.png,4,5,,Weapon|EquippableMainHand|FireStaff|Magic|Named,,,,,,perkid_stat_twohandscholar|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
2hspear_hoplite,Hoplite Spear,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_spear,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_spear.png,4,5,,Weapon|EquippableTwoHand|Spear|Melee|Named,,,,,,perkid_stat_twohandranger|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
1hrapier_hoplite,Hoplite Rapier,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_rapier,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_rapier.png,4,5,,Weapon|EquippableMainHand|Rapier|Melee|Named,,,,,,perkid_stat_twohandranger|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
2hwarhammer_hoplite,Hoplite War Hammer,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_warhammer,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_warhammer.png,4,5,,Weapon|EquippableTwoHand|2HHammer|Melee|Named,,,,,,perkid_stat_twohandsoldier|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
1hrshield_hoplite,Hoplite Round Shield,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_roundshield,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_roundshield.png,4,5,,Weapon|EquippableOffHand|Shield|RoundShield|Named,,,,,,perkid_stat_roundshield|perkid_armor_defbasic|perkid_common_cdr,perkbucket_hercyneraid_bucket5,,,,
1hkshield_hoplite,Hoplite Kite Shield,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_kiteshield,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_kiteshield.png,4,5,,Weapon|EquippableOffHand|Shield|KiteShield|Named,,,,,,perkid_stat_kiteshield|perkid_armor_defbasic|perkid_weaponmelee_blockingmove,perkbucket_hercyneraid_bucket5,,,,
1htshield_hoplite,Hoplite Tower Shield,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_towershield,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_towershield.png,4,5,,Weapon|EquippableOffHand|Shield|TowerShield|Named,,,,,,perkid_stat_towershield|perkid_armor_defbasic|perkid_weaponmelee_blockingstam,perkbucket_hercyneraid_bucket5,,,,
1hthrowingaxe_hoplite,Hoplite Hatchet,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_hatchet,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_hatchet.png,4,5,,Weapon|EquippableMainHand|Hatchet|Melee|Named,,,,,,perkid_stat_twohandsoldier|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
2hbow_hoplite,Hoplite Bow,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_bow,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_bow.png,4,5,,Weapon|EquippableTwoHand|Bow|Ranged|Named,,,,,,perkid_stat_twohandranger|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
2hblunderbuss_hoplite,Hoplite Blunderbuss,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_blunderbuss,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_blunderbuss.png,4,5,,Weapon|EquippableTwoHand|Blunderbuss|Ranged|Named,,,,,,perkid_stat_twohandsoldier|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
2hmusket_hoplite,Hoplite Musket,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_musket,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_musket.png,4,5,,Weapon|EquippableTwoHand|Musket|Ranged|Named,,,,,,perkid_stat_twohandranger|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
2hgreataxe_hoplite,Hoplite Great Axe,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_greataxe,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_greataxe.png,4,5,,Weapon|EquippableTwoHand|2HAxe|Melee|Named,,,,,,perkid_stat_twohandsoldier|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
1hlongsword_hoplite,Hoplite Longsword,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_sword,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_sword.png,4,5,,Weapon|EquippableMainHand|Sword|Melee|Named,,,,,,perkid_stat_twohandsoldier|perkid_weapon_cdrbasic|perkid_gem_emptygemslot|perkid_weapon_melee_chargedheavy_rend,perkbucket_hercyneraid_bucket5,,,,
2hgreatsword_hoplite,Hoplite Greatsword,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_greatsword,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_greatsword.png,4,5,,Weapon|EquippableTwoHand|GreatSword|Melee|Named,,,,,,perkid_stat_twohandsoldier|perkid_weapon_hercyneraid_1|perkid_gem_emptygemslot|perkid_weapon_bleedoncrit,perkbucket_hercyneraid_bucket5,,,,
1hflail_hoplite,Hoplite Flail,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/weapon/app_hercyneraid_flail,https://nwdb.info/images/icons/items/weapon/app_hercyneraid_flail.png,4,5,,Weapon|EquippableMainHand|Flail|Melee|Named,,,,,,perkid_stat_twohandsoldier|perkid_weapon_cdrbasic|perkid_gem_emptygemslot|perkid_ability_flail_defensivestrike,perkbucket_hercyneraid_bucket5,,,,
lightchest_hoplite,Hoplite Shirt,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_light_chest,https://nwdb.info/images/icons/items/armor/m_hercyneraid_light_chest.png,4,5,,EquippableChest|Armor|Light|Named,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot|perkid_common_cdr,perkbucket_hercyneraid_bucket5,,,,
lighthead_hoplite,Hoplite Mask,A piece of powerful gear rightfully claimed by a conqueror of dangerous foes in the Hive of Gorgons Raid.,icons/items/armor/m_hercyneraid_light_head,https://nwdb.info/images/icons/items/armor/m_hercyneraid_light_head.png,4,5,,EquippableHead|Armor|Light|Named,,,,,,perkid_stat_armorhighest|perkid_armor_defbasic|perkid_gem_emptygemslot|perkid_common_cdr,perkbucket_hercyneraid_bucket5,,,,
